GAEADAW01,Airfoil nomenclature,,Aerodynamics ,Airfoils and wings
GAEADAW02," Aerodynamic coefficients: lift, drag and  moment",,Aerodynamics ,Airfoils and wings
GAEADAW03,Kutta-Joukoswki theorem,,Aerodynamics ,Airfoils and wings
GAEADAW04,"Thin airfoil theory, Kutta condition, starting vortex",,Aerodynamics ,Airfoils and wings
GAEADAW05,"Finite wing theory: Induced drag, Prandtl lifting line theory",,Aerodynamics ,Airfoils and wings
GAEADAW06,Critical and drag divergence Mach number,,Aerodynamics ,Airfoils and wings
GAEADCF01,"Basic concepts of compressibility, Conservation equations",,Aerodynamics ,Compressible Flows
GAEADCF02," One dimensional compressible flows, Fanno flow, Rayleigh flow",,Aerodynamics ,Compressible Flows
GAEADCF03,"Isentropic flows, normal and oblique shocks, Prandtl-Meyer flow",,Aerodynamics ,Compressible Flows
GAEADCF04, Flow through nozzles and diffusers,,Aerodynamics ,Compressible Flows
GAEADoo01,Elementary ideas of viscous flows including boundary layers,,Aerodynamics ,None
GAEADoo02,Wind Tunnel Testing: Measurement and visualization techniques,,Aerodynamics ,None
GAESTSM01, States of stress and strain,,Structures ,Strength of Materials
GAESTSM02, Stress and strain transformation,,Structures ,Strength of Materials
GAESTSM03, Mohrs Circle,,Structures ,Strength of Materials
GAESTSM04,Principal stresses,,Structures ,Strength of Materials
GAESTSM05,Three-dimensional Hookes law,,Structures ,Strength of Materials
GAESTSM06, Plane stress and strain,,Structures ,Strength of Materials
GAESTSM07," Failure theories: Maximum stress, Tresca and von Mises",,Structures ,Strength of Materials
GAESTSM08, Strain energy,,Structures ,Strength of Materials
GAESTSM09,Castiglianos principles,,Structures ,Strength of Materials
GAESTSM10,Analysis of statically determinate and indeterminate trusses and beams,,Structures ,Strength of Materials
GAESTSM11, Elastic flexural buckling of columns,,Structures ,Strength of Materials
GAESTFV01,Characteristics of aircraft structures and materials,,Structures ,Flight vehicle structures
GAESTFV02,"Torsion, bending and flexural shear of thin-walled sections",,Structures ,Flight vehicle structures
GAESTFV03,Loads on aircraft,,Structures ,Flight vehicle structures
GAESTSD01,Free and forced vibrations of undamped and damped SDOF systems,,Structures ,Structural Dynamics
GAESTSD02, Free vibrations of undamped 2-DOF systems,,Structures ,Structural Dynamics
GAESToo01,Vibration of beams,,Structures ,None
GAESToo02,"Theory of elasticity: Equilibrium and compatibility equations, Airy’s stress function",,Structures ,None
GAEPRBA01,Thermodynamics,,Propulsion ,Basics
GAEPRBA02,boundary layers and heat transfer and combustion  thermochemistry,,Propulsion ,Basics
GAEPRAE01,"Thrust, efficiency and engine performance of turbojet, turboprop, turbo shaft, turbofan and ramjet engines, thrust augmentation of turbojets and turbofan engines",,Propulsion ,Thermodynamics of aircraft engines
GAEPRAE02,"Aerothermodynamics of non-rotating propulsion components such as intakes, combustor and nozzle",,Propulsion ,Thermodynamics of aircraft engines
GAEPRAC01,"Angular momentum, work and compression",,Propulsion ,Axial compressors
GAEPRAC02,characteristic performance of a single axial compressor stage,,Propulsion ,Axial compressors
GAEPRAC03,efficiency of the compressor and degree of reaction,,Propulsion ,Axial compressors
GAEPRAT01,Axial turbine stage efficiency,,Propulsion ,Axial turbines
GAEPRCC01, Centrifugal compressor stage dynamics,,Propulsion ,Centrifugal compressor
GAEPRCC02," inducer, impeller and diffuser",,Propulsion ,Centrifugal compressor
GAEPRoo01,"Rocket propulsion: Thrust equation and specific impulse, vehicle acceleration, drag, gravity losses, multi-staging of rockets",,Propulsion ,None
GAEPRoo02,"Classification of chemical rockets, performance of solid and liquid propellant rockets",,Propulsion ,None
